ID	C_A.ACA	C_A.ACC	C_A.ACG	C_A.ACT	C_A.CCA	C_A.CCC	C_A.CCG	C_A.CCT	C_A.GCA	C_A.GCC	C_A.GCG	C_A.GCT	C_A.TCA	C_A.TCC	C_A.TCG	C_A.TCT	C_G.ACA	C_G.ACC	C_G.ACG	C_G.ACT	C_G.CCA	C_G.CCC	C_G.CCG	C_G.CCT	C_G.GCA	C_G.GCC	C_G.GCG	C_G.GCT	C_G.TCA	C_G.TCC	C_G.TCG	C_G.TCT	C_T.ACA	C_T.ACC	C_T.ACG	C_T.ACT	C_T.CCA	C_T.CCC	C_T.CCG	C_T.CCT	C_T.GCA	C_T.GCC	C_T.GCG	C_T.GCT	C_T.TCA	C_T.TCC	C_T.TCG	C_T.TCT	T_A.ATA	T_A.ATC	T_A.ATG	T_A.ATT	T_A.CTA	T_A.CTC	T_A.CTG	T_A.CTT	T_A.GTA	T_A.GTC	T_A.GTG	T_A.GTT	T_A.TTA	T_A.TTC	T_A.TTG	T_A.TTT	T_C.ATA	T_C.ATC	T_C.ATG	T_C.ATT	T_C.CTA	T_C.CTC	T_C.CTG	T_C.CTT	T_C.GTA	T_C.GTC	T_C.GTG	T_C.GTT	T_C.TTA	T_C.TTC	T_C.TTG	T_C.TTT	T_G.ATA	T_G.ATC	T_G.ATG	T_G.ATT	T_G.CTA	T_G.CTC	T_G.CTG	T_G.CTT	T_G.GTA	T_G.GTC	T_G.GTG	T_G.GTT	T_G.TTA	T_G.TTC	T_G.TTG	T_G.TTT
TCGA-BC-4073-01B-02D-A12Z-10	1.0	1.0	3.0	0.0	4.0	0.0	4.0	1.0	1.0	3.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	4.0	0.0	1.0	3.0	2.0	1.0	2.0	4.0	2.0	3.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	2.0	0.0	0.0	0.0	2.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
TCGA-BC-A10Q-01A-11D-A12Z-10	2.0	0.0	0.0	1.0	3.0	3.0	2.0	0.0	1.0	3.0	1.0	0.0	3.0	2.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	0.0	1.0	3.0	1.0	3.0	3.0	2.0	5.0	3.0	2.0	3.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	0.0	2.0	2.0	2.0	1.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0
TCGA-BC-A10R-01A-11D-A12Z-10	0.0	2.0	1.0	2.0	3.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	3.0	1.0	6.0	0.0	0.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	3.0	4.0	4.0	4.0	9.0	7.0	6.0	3.0	6.0	10.0	3.0	8.0	3.0	3.0	7.0	2.0	0.0	4.0	1.0	3.0	1.0	8.0	2.0	1.0	1.0	1.0	1.0	3.0	2.0	2.0	1.0	2.0	1.0	3.0	3.0	3.0	4.0	4.0	7.0	4.0	4.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	5.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	7.0
TCGA-BC-A10S-01A-22D-A12Z-10	1.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	1.0	3.0	0.0	2.0	2.0	3.0	1.0	1.0	2.0	2.0	1.0	3.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
TCGA-BC-A10T-01A-11D-A12Z-10	1.0	0.0	2.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	3.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	5.0	0.0	2.0	2.0	4.0	1.0	1.0	1.0	4.0	2.0	2.0	2.0	2.0	4.0	1.0	1.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	3.0	4.0	3.0	2.0	3.0	3.0	5.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
TCGA-BC-A10U-01A-11D-A12Z-10	2.0	3.0	2.0	8.0	6.0	2.0	6.0	6.0	5.0	5.0	3.0	3.0	7.0	6.0	1.0	5.0	3.0	1.0	0.0	1.0	2.0	1.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	3.0	4.0	2.0	2.0	4.0	4.0	3.0	2.0	4.0	7.0	3.0	3.0	2.0	6.0	3.0	2.0	2.0	3.0	1.0	6.0	9.0	38.0	5.0	2.0	9.0	6.0	2.0	3.0	5.0	7.0	1.0	9.0	7.0	10.0	3.0	2.0	9.0	11.0	12.0	8.0	10.0	4.0	2.0	4.0	2.0	8.0	1.0	3.0	1.0	2.0	1.0	0.0	1.0	11.0	3.0	1.0	0.0	4.0	3.0	0.0	3.0	4.0	1.0
TCGA-BC-A10W-01A-11D-A12Z-10	5.0	5.0	2.0	0.0	3.0	5.0	2.0	8.0	5.0	8.0	3.0	3.0	3.0	3.0	4.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	2.0	4.0	1.0	2.0	1.0	3.0	4.0	1.0	0.0	6.0	8.0	4.0	7.0	6.0	5.0	2.0	3.0	9.0	6.0	4.0	2.0	2.0	8.0	3.0	8.0	11.0	45.0	4.0	3.0	3.0	11.0	2.0	3.0	3.0	3.0	4.0	5.0	3.0	7.0	0.0	1.0	1.0	1.0	1.0	2.0	5.0	0.0	2.0	1.0	1.0	4.0	1.0	0.0	1.0	0.0	0.0	2.0	2.0	2.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
TCGA-BC-A10X-01A-11D-A12Z-10	2.0	1.0	2.0	3.0	5.0	3.0	0.0	2.0	2.0	0.0	1.0	1.0	2.0	4.0	1.0	4.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	2.0	2.0	1.0	5.0	0.0	0.0	1.0	4.0	2.0	3.0	4.0	5.0	4.0	3.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	3.0	14.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	2.0	0.0	2.0	4.0	8.0	3.0	1.0	1.0	9.0	5.0	2.0	1.0	4.0	2.0	6.0	2.0	8.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
TCGA-BC-A10Y-01A-11D-A12Z-10	0.0	1.0	1.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	1.0	2.0	1.0	2.0	1.0	4.0	4.0	2.0	1.0	1.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-BC-A10Z-01A-11D-A12Z-10	0.0	1.0	0.0	3.0	1.0	3.0	3.0	2.0	3.0	5.0	3.0	0.0	2.0	3.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	2.0	2.0	0.0	1.0	2.0	1.0	4.0	2.0	2.0	1.0	3.0	0.0	1.0	2.0	7.0	3.0	3.0	2.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	1.0	4.0	0.0	6.0	0.0	12.0	2.0	2.0	0.0	5.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
TCGA-BC-A110-01A-11D-A12Z-10	0.0	0.0	1.0	0.0	1.0	3.0	1.0	0.0	2.0	1.0	0.0	1.0	2.0	5.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	3.0	1.0	1.0	3.0	3.0	0.0	0.0	5.0	5.0	1.0	4.0	1.0	0.0	1.0	2.0	3.0	1.0	4.0	4.0	2.0	2.0	1.0	0.0	0.0	1.0	1.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	3.0	3.0	4.0	0.0	1.0	3.0	2.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
TCGA-BC-A112-01A-11D-A12Z-10	2.0	1.0	1.0	1.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	1.0	1.0	3.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	2.0	3.0	1.0	1.0	1.0	5.0	3.0	2.0	3.0	4.0	1.0	2.0	6.0	4.0	3.0	0.0	0.0	1.0	0.0	2.0	0.0	6.0	3.0	2.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	3.0	1.0	2.0	3.0	2.0	2.0	2.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0
TCGA-BC-A216-01A-11D-A152-10	0.0	1.0	1.0	3.0	0.0	0.0	1.0	1.0	2.0	4.0	0.0	1.0	1.0	2.0	2.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	3.0	1.0	2.0	3.0	6.0	3.0	1.0	1.0	2.0	1.0	4.0	1.0	2.0	0.0	2.0	3.0	0.0	0.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	1.0	3.0	2.0	2.0	1.0	1.0	2.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
TCGA-BC-A217-01A-11D-A152-10	0.0	1.0	0.0	0.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	2.0	3.0	2.0	2.0	0.0	1.0	1.0	3.0	1.0	4.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	3.0	1.0	2.0	3.0	5.0	0.0	3.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
TCGA-BC-A3KF-01A-11D-A20W-10	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	2.0	1.0	1.0	4.0	5.0	2.0	5.0	3.0	1.0	3.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	1.0	0.0	0.0	2.0	1.0	3.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-BC-A3KG-01A-11D-A20W-10	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	2.0	3.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	2.0	0.0	1.0	0.0	2.0	2.0	2.0	0.0	1.0	0.0	1.0	5.0	0.0	1.0	0.0	2.0	3.0	5.0	2.0	4.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	1.0	3.0	2.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
TCGA-BC-A5W4-01A-11D-A28X-10	2.0	3.0	1.0	1.0	7.0	2.0	4.0	3.0	3.0	1.0	0.0	1.0	1.0	8.0	1.0	1.0	4.0	0.0	0.0	2.0	3.0	3.0	1.0	6.0	0.0	2.0	2.0	0.0	3.0	4.0	1.0	0.0	3.0	1.0	5.0	2.0	8.0	3.0	8.0	9.0	6.0	2.0	7.0	6.0	2.0	1.0	7.0	6.0	0.0	6.0	2.0	3.0	1.0	3.0	5.0	1.0	2.0	0.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	4.0	4.0	3.0	0.0	8.0	5.0	7.0	3.0	5.0	6.0	2.0	1.0	4.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	3.0	1.0	3.0	1.0	0.0	1.0	0.0	2.0	0.0
TCGA-BC-A69H-01A-11D-A30V-10	2.0	0.0	1.0	1.0	3.0	0.0	4.0	3.0	3.0	0.0	1.0	0.0	2.0	5.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	0.0	1.0	1.0	2.0	0.0	8.0	3.0	7.0	6.0	1.0	1.0	5.0	2.0	3.0	2.0	2.0	1.0	1.0	1.0	0.0	3.0	0.0	0.0	3.0	1.0	0.0	3.0	2.0	1.0	0.0	1.0	3.0	0.0	4.0	4.0	2.0	5.0	0.0	7.0	8.0	14.0	2.0	6.0	2.0	5.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0
TCGA-BC-A69I-01A-11D-A30V-10	2.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	2.0	1.0	1.0	0.0	1.0	4.0	2.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	3.0	0.0	3.0	3.0	4.0	3.0	0.0	6.0	6.0	2.0	1.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	1.0	1.0	1.0	2.0	3.0	6.0	1.0	1.0	3.0	2.0	1.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
TCGA-BC-A8YO-01A-11D-A36X-10	1.0	2.0	1.0	1.0	3.0	0.0	4.0	0.0	1.0	2.0	2.0	5.0	1.0	4.0	2.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	4.0	4.0	2.0	2.0	0.0	2.0	7.0	2.0	5.0	8.0	5.0	3.0	3.0	4.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	5.0	6.0	3.0	0.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	3.0	2.0	3.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	2.0
TCGA-BD-A2L6-01A-11D-A20W-10	3.0	3.0	3.0	0.0	4.0	0.0	3.0	0.0	1.0	0.0	3.0	3.0	5.0	4.0	2.0	5.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	4.0	3.0	1.0	1.0	0.0	3.0	5.0	2.0	5.0	10.0	3.0	5.0	3.0	4.0	2.0	0.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	4.0	9.0	4.0	0.0	4.0	1.0	2.0	1.0	5.0	0.0	0.0	4.0	2.0	3.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0
TCGA-BD-A3EP-01A-11D-A22F-10	2.0	0.0	1.0	3.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	2.0	2.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	2.0	1.0	2.0	3.0	2.0	6.0	1.0	0.0	3.0	3.0	2.0	2.0	0.0	0.0	0.0	4.0	0.0	1.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	4.0	1.0	4.0	3.0	2.0	1.0	5.0	16.0	1.0	4.0	1.0	7.0	2.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0
TCGA-BD-A3ER-01A-11D-A20W-10	1.0	2.0	1.0	3.0	7.0	1.0	4.0	1.0	2.0	1.0	1.0	1.0	5.0	5.0	1.0	3.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	6.0	5.0	4.0	1.0	2.0	6.0	3.0	4.0	4.0	3.0	4.0	3.0	3.0	3.0	1.0	2.0	1.0	2.0	0.0	6.0	2.0	4.0	0.0	3.0	1.0	0.0	0.0	0.0	5.0	0.0	2.0	3.0	5.0	0.0	1.0	3.0	4.0	1.0	0.0	2.0	5.0	4.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
TCGA-BW-A5NO-01A-11D-A27I-10	1.0	1.0	0.0	2.0	0.0	2.0	2.0	0.0	1.0	1.0	0.0	2.0	3.0	2.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	2.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	5.0	2.0	5.0	1.0	2.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	0.0	3.0	0.0	4.0	0.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-BW-A5NP-01A-11D-A27I-10	2.0	2.0	0.0	2.0	4.0	5.0	2.0	4.0	5.0	2.0	2.0	2.0	4.0	7.0	1.0	3.0	3.0	0.0	0.0	3.0	0.0	1.0	3.0	1.0	0.0	2.0	0.0	2.0	1.0	2.0	1.0	0.0	2.0	3.0	5.0	1.0	1.0	3.0	6.0	3.0	6.0	4.0	3.0	2.0	5.0	3.0	4.0	3.0	3.0	2.0	7.0	1.0	8.0	8.0	33.0	11.0	7.0	3.0	8.0	1.0	6.0	4.0	8.0	3.0	1.0	3.0	4.0	4.0	1.0	2.0	1.0	1.0	2.0	1.0	3.0	3.0	1.0	2.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	1.0	5.0	2.0	2.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0
TCGA-BW-A5NQ-01A-11D-A27I-10	3.0	2.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	3.0	3.0	0.0	4.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	4.0	1.0	2.0	2.0	0.0	1.0	0.0	1.0	1.0	2.0	4.0	4.0	3.0	6.0	8.0	3.0	4.0	6.0	1.0	6.0	5.0	3.0	2.0	3.0	4.0	0.0	0.0	1.0	0.0	0.0	4.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	4.0	1.0	2.0	3.0	1.0	6.0	4.0	5.0	3.0	3.0	0.0	0.0	4.0	3.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0
TCGA-CC-5258-01A-01D-A12Z-10	13.0	11.0	6.0	7.0	20.0	18.0	6.0	14.0	17.0	17.0	10.0	15.0	16.0	13.0	5.0	16.0	3.0	1.0	3.0	0.0	6.0	5.0	2.0	5.0	0.0	4.0	2.0	1.0	4.0	5.0	1.0	4.0	4.0	5.0	4.0	1.0	7.0	11.0	10.0	12.0	11.0	11.0	8.0	8.0	9.0	14.0	1.0	6.0	6.0	7.0	14.0	1.0	23.0	29.0	106.0	9.0	4.0	14.0	12.0	3.0	8.0	7.0	14.0	5.0	24.0	7.0	37.0	5.0	3.0	20.0	44.0	19.0	8.0	4.0	12.0	3.0	12.0	8.0	24.0	4.0	2.0	2.0	6.0	1.0	4.0	3.0	21.0	2.0	2.0	3.0	4.0	2.0	1.0	0.0	8.0	3.0
TCGA-CC-5259-01A-31D-A20W-10	1.0	2.0	0.0	1.0	3.0	1.0	3.0	0.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	3.0	0.0	4.0	1.0	1.0	3.0	2.0	1.0	2.0	5.0	3.0	3.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	4.0	3.0	0.0	0.0	3.0	3.0	3.0	3.0	1.0	1.0	3.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0
TCGA-CC-5260-01A-01D-A12Z-10	1.0	2.0	1.0	1.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	4.0	7.0	0.0	4.0	3.0	4.0	3.0	4.0	3.0	6.0	2.0	3.0	4.0	1.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	4.0	4.0	2.0	1.0	2.0	4.0	2.0	0.0	3.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-CC-5261-01A-01D-A12Z-10	1.0	1.0	1.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	1.0	0.0	3.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	3.0	0.0	5.0	0.0	4.0	0.0	2.0	4.0	1.0	1.0	1.0	0.0	4.0	2.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	5.0	0.0	0.0	1.0	1.0	7.0	2.0	0.0	1.0	1.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
TCGA-CC-5262-01A-01D-A12Z-10	1.0	4.0	2.0	1.0	7.0	3.0	4.0	2.0	3.0	13.0	6.0	1.0	4.0	5.0	1.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	1.0	1.0	1.0	0.0	0.0	4.0	1.0	7.0	5.0	3.0	1.0	2.0	2.0	1.0	6.0	4.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	7.0	2.0	0.0	0.0	3.0	2.0	0.0	0.0	1.0	0.0	4.0	0.0	1.0	3.0	0.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-CC-5263-01A-01D-A12Z-10	0.0	3.0	2.0	3.0	2.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	4.0	0.0	2.0	2.0	2.0	4.0	2.0	2.0	10.0	0.0	2.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	3.0	1.0	2.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
