ID	C_A.ACA	C_A.ACC	C_A.ACG	C_A.ACT	C_A.CCA	C_A.CCC	C_A.CCG	C_A.CCT	C_A.GCA	C_A.GCC	C_A.GCG	C_A.GCT	C_A.TCA	C_A.TCC	C_A.TCG	C_A.TCT	C_G.ACA	C_G.ACC	C_G.ACG	C_G.ACT	C_G.CCA	C_G.CCC	C_G.CCG	C_G.CCT	C_G.GCA	C_G.GCC	C_G.GCG	C_G.GCT	C_G.TCA	C_G.TCC	C_G.TCG	C_G.TCT	C_T.ACA	C_T.ACC	C_T.ACG	C_T.ACT	C_T.CCA	C_T.CCC	C_T.CCG	C_T.CCT	C_T.GCA	C_T.GCC	C_T.GCG	C_T.GCT	C_T.TCA	C_T.TCC	C_T.TCG	C_T.TCT	T_A.ATA	T_A.ATC	T_A.ATG	T_A.ATT	T_A.CTA	T_A.CTC	T_A.CTG	T_A.CTT	T_A.GTA	T_A.GTC	T_A.GTG	T_A.GTT	T_A.TTA	T_A.TTC	T_A.TTG	T_A.TTT	T_C.ATA	T_C.ATC	T_C.ATG	T_C.ATT	T_C.CTA	T_C.CTC	T_C.CTG	T_C.CTT	T_C.GTA	T_C.GTC	T_C.GTG	T_C.GTT	T_C.TTA	T_C.TTC	T_C.TTG	T_C.TTT	T_G.ATA	T_G.ATC	T_G.ATG	T_G.ATT	T_G.CTA	T_G.CTC	T_G.CTG	T_G.CTT	T_G.GTA	T_G.GTC	T_G.GTG	T_G.GTT	T_G.TTA	T_G.TTC	T_G.TTG	T_G.TTT
TCGA-2Y-A9H1-01A-11D-A382-10	0.0	1.0	2.0	0.0	3.0	3.0	1.0	3.0	2.0	9.0	6.0	2.0	0.0	3.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	2.0	5.0	1.0	1.0	0.0	3.0	1.0	2.0	0.0	8.0	2.0	5.0	3.0	3.0	2.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	5.0	2.0	2.0	0.0	3.0	4.0	3.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	1.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0
TCGA-2Y-A9H2-01A-12D-A382-10	0.0	0.0	1.0	3.0	3.0	3.0	2.0	6.0	2.0	2.0	1.0	1.0	0.0	3.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0	0.0	3.0	0.0	0.0	2.0	6.0	2.0	3.0	0.0	5.0	2.0	4.0	2.0	4.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	2.0	2.0	3.0	6.0	2.0	1.0	0.0	2.0	0.0	2.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	3.0
TCGA-2Y-A9H3-01A-11D-A382-10	4.0	0.0	0.0	1.0	2.0	3.0	4.0	0.0	1.0	0.0	1.0	1.0	3.0	2.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	1.0	2.0	3.0	5.0	0.0	0.0	4.0	6.0	1.0	0.0	4.0	4.0	3.0	5.0	6.0	4.0	2.0	2.0	0.0	1.0	0.0	0.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	3.0	3.0	3.0	1.0	5.0	1.0	20.0	1.0	6.0	1.0	8.0	2.0	4.0	1.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
TCGA-2Y-A9H4-01A-11D-A382-10	4.0	1.0	0.0	1.0	1.0	3.0	0.0	1.0	4.0	3.0	1.0	3.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	2.0	7.0	3.0	3.0	2.0	4.0	1.0	10.0	4.0	3.0	8.0	6.0	6.0	1.0	2.0	1.0	6.0	2.0	2.0	3.0	1.0	0.0	1.0	8.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	4.0	5.0	3.0	3.0	0.0	3.0	6.0	2.0	0.0	0.0	3.0	5.0	2.0	0.0	3.0	3.0	0.0	1.0	0.0	1.0	0.0	5.0	1.0	1.0	1.0	0.0	4.0	0.0	2.0	0.0	0.0	1.0
TCGA-2Y-A9H5-01A-11D-A382-10	3.0	3.0	0.0	2.0	4.0	1.0	2.0	4.0	0.0	3.0	1.0	3.0	5.0	4.0	2.0	3.0	1.0	0.0	3.0	2.0	0.0	1.0	0.0	2.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	2.0	2.0	1.0	3.0	3.0	1.0	3.0	0.0	2.0	1.0	2.0	5.0	0.0	0.0	2.0	3.0	3.0	2.0	1.0	1.0	1.0	1.0	2.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	2.0	11.0	1.0	5.0	13.0	3.0	2.0	5.0	2.0	2.0	2.0	2.0	0.0	3.0	2.0	3.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	4.0
TCGA-2Y-A9H6-01A-11D-A38X-10	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	5.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	3.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0
TCGA-2Y-A9H7-01A-11D-A38X-10	0.0	0.0	2.0	1.0	2.0	3.0	2.0	4.0	3.0	2.0	3.0	0.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	3.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	2.0	2.0	0.0	1.0	0.0	1.0	2.0	7.0	3.0	2.0	1.0	6.0	1.0	4.0	2.0	1.0	3.0	3.0	0.0	0.0	1.0	1.0	1.0	2.0	3.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	2.0	3.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0
TCGA-2Y-A9H8-01A-11D-A38X-10	1.0	4.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	3.0	2.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	5.0	2.0	3.0	3.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	4.0	3.0	1.0	2.0	1.0	3.0	3.0	5.0	4.0	3.0	2.0	5.0	1.0	5.0	1.0	3.0	5.0	3.0	1.0	0.0	1.0	1.0	0.0	2.0	2.0	1.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0	2.0	4.0	0.0	3.0	6.0	4.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	1.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0
TCGA-2Y-A9H9-01A-21D-A38X-10	0.0	1.0	1.0	2.0	1.0	2.0	0.0	1.0	2.0	4.0	2.0	0.0	2.0	2.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	1.0	2.0	0.0	2.0	4.0	6.0	5.0	0.0	2.0	3.0	1.0	3.0	1.0	2.0	2.0	0.0	0.0	2.0	2.0	1.0	2.0	3.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	7.0	2.0	2.0	5.0	2.0	2.0	2.0	4.0	0.0	0.0	2.0	3.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0
TCGA-2Y-A9HA-01A-11D-A38X-10	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	3.0	0.0	0.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	1.0	7.0	0.0	2.0	2.0	3.0	5.0	1.0	1.0	2.0	1.0	4.0	4.0	3.0	3.0	0.0	2.0	0.0	0.0	0.0	2.0	3.0	0.0	1.0	1.0	2.0	0.0	0.0	1.0	3.0	1.0	0.0	2.0	2.0	2.0	1.0	1.0	3.0	4.0	0.0	1.0	1.0	2.0	1.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-2Y-A9HB-01A-11D-A38X-10	1.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	2.0	3.0	1.0	6.0	1.0	2.0	2.0	3.0	6.0	1.0	3.0	5.0	3.0	1.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	5.0	1.0	7.0	3.0	2.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
TCGA-3K-AAZ8-01A-12D-A38X-10	1.0	2.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	3.0	1.0	2.0	1.0	2.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	2.0	0.0	3.0	1.0	3.0	0.0	14.0	1.0	4.0	1.0	2.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-4R-AA8I-01A-11D-A382-10	1.0	3.0	1.0	1.0	1.0	2.0	2.0	3.0	4.0	3.0	3.0	2.0	1.0	4.0	1.0	4.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	3.0	3.0	3.0	3.0	0.0	4.0	5.0	2.0	2.0	4.0	4.0	2.0	6.0	3.0	1.0	0.0	2.0	1.0	2.0	6.0	3.0	5.0	7.0	2.0	0.0	1.0	3.0	0.0	2.0	2.0	1.0	0.0	4.0	1.0	3.0	0.0	3.0	0.0	1.0	3.0	1.0	0.0	1.0	4.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0
TCGA-5C-A9VG-01A-11D-A36X-10	4.0	4.0	4.0	2.0	0.0	4.0	0.0	8.0	8.0	4.0	0.0	8.0	6.0	7.0	2.0	6.0	2.0	0.0	0.0	6.0	2.0	2.0	0.0	10.0	0.0	2.0	0.0	0.0	4.0	0.0	2.0	6.0	4.0	10.0	14.0	3.0	10.0	8.0	9.0	8.0	10.0	4.0	23.0	4.0	4.0	4.0	10.0	8.0	2.0	4.0	2.0	0.0	0.0	4.0	16.0	4.0	0.0	2.0	0.0	2.0	1.0	0.0	2.0	0.0	6.0	4.0	9.0	2.0	2.0	2.0	10.0	1.0	8.0	4.0	2.0	6.0	0.0	7.0	6.0	0.0	0.0	2.0	0.0	4.0	2.0	8.0	0.0	6.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0
TCGA-5C-A9VH-01A-11D-A36X-10	4.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	3.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	5.0	1.0	1.0	4.0	4.0	4.0	6.0	1.0	1.0	3.0	3.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	2.0	1.0	4.0	2.0	0.0	4.0	2.0	1.0	3.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	2.0	1.0	2.0	1.0
TCGA-5C-AAPD-01A-21D-A38X-10	0.0	1.0	0.0	1.0	5.0	2.0	5.0	2.0	1.0	7.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	4.0	3.0	3.0	1.0	2.0	5.0	2.0	2.0	3.0	2.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	6.0	2.0	0.0	1.0	3.0	0.0	1.0	2.0	1.0	1.0	2.0	2.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
TCGA-5R-AA1C-01A-11D-A40R-10	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	7.0	0.0	0.0	3.0	8.0	1.0	1.0	3.0	7.0	0.0	1.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	4.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
TCGA-5R-AA1D-01A-11D-A382-10	26.0	17.0	2.0	17.0	22.0	37.0	6.0	19.0	17.0	19.0	10.0	24.0	11.0	29.0	5.0	20.0	1.0	4.0	2.0	2.0	5.0	8.0	4.0	5.0	6.0	1.0	2.0	6.0	8.0	5.0	1.0	9.0	5.0	8.0	1.0	7.0	7.0	21.0	2.0	12.0	8.0	19.0	9.0	9.0	10.0	14.0	6.0	8.0	7.0	13.0	27.0	10.0	45.0	93.0	270.0	20.0	19.0	25.0	60.0	9.0	7.0	13.0	36.0	5.0	41.0	13.0	75.0	8.0	26.0	80.0	59.0	20.0	30.0	23.0	30.0	5.0	14.0	15.0	47.0	10.0	3.0	2.0	13.0	3.0	4.0	4.0	64.0	2.0	2.0	0.0	18.0	3.0	4.0	3.0	21.0	2.0
TCGA-5R-AAAM-01A-12D-A40R-10	2.0	1.0	1.0	0.0	1.0	0.0	3.0	0.0	2.0	2.0	3.0	3.0	4.0	1.0	4.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	5.0	3.0	3.0	3.0	3.0	2.0	3.0	5.0	4.0	3.0	2.0	6.0	5.0	2.0	0.0	3.0	2.0	2.0	2.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	7.0	2.0	3.0	6.0	1.0	2.0	2.0	1.0	4.0	2.0	4.0	3.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	3.0
